date,temperature,humidity,rainfall
2018-11-14,11.91,83.69,0.0
2018-11-15,12.6,72.92,0.0
2018-11-16,10.44,85.09,12.2
2018-11-17,10.43,83.84,7.2
2018-11-18,9.8,98.68,52.0
2018-11-19,13.26,97.31,0.6
2018-11-20,16.14,95.01,7.8
2018-11-21,14.62,97.66,21.6
2018-11-22,13.21,92.06,0.0
2018-11-23,12.6,87.99,0.0
2018-11-24,12.15,86.59,0.0
2018-11-25,13.82,98.16,11.0
2018-11-26,16.02,98.01,70.8
2018-11-27,15.06,99.58,29.8
2018-11-28,12.79,95.76,5.0
2018-11-29,11.75,61.76,0.0
2018-11-30,9.37,68.69,0.0
2018-12-01,9.43,82.72,0.0
2018-12-02,9.52,89.88,0.0
2018-12-03,9.61,80.28,0.0
2018-12-04,11.96,86.92,0.0
2018-12-05,10.68,88.32,0.0
2018-12-06,8.11,73.47,0.0
2018-12-07,5.72,73.74,0.0
2018-12-08,8.36,87.85,24.8
2018-12-09,10.7,96.6,3.2
2018-12-10,10.75,87.69,12.6
2018-12-11,6.88,85.28,0.0
2018-12-12,4.9,84.81,0.0
2018-12-13,6.62,95.18,7.8
2018-12-14,11.12,98.15,1.8
2018-12-15,12.09,97.56,5.6
2018-12-16,9.65,88.01,0.0
2018-12-17,8.19,86.38,5.4
2018-12-18,9.86,81.84,0.2
2018-12-19,7.64,83.12,0.0
2018-12-20,8.11,88.5,0.0
2018-12-21,8.85,97.28,0.2
2018-12-22,8.88,95.94,0.0
2018-12-23,10.98,91.51,0.0
2018-12-24,10.18,98.26,6.2
2018-12-25,9.93,76.76,0.2
2018-12-26,4.64,63.71,0.0
2018-12-27,4.13,78.09,0.0
2018-12-28,5.31,82.38,0.0
2018-12-29,5.98,86.75,0.0
2018-12-30,7.76,85.9,0.0
2018-12-31,8.41,73.35,0.4
2019-01-01,9.54,51.93,0.0
2019-01-02,5.88,70.47,0.2
2019-01-03,4.0,99.71,19.0
2019-01-04,1.43,99.22,13.4
2019-01-05,2.23,87.04,4.2
2019-01-06,1.8,83.01,0.0
2019-01-07,1.36,72.3,0.0
2019-01-08,0.39,63.33,0.0
2019-01-09,5.59,95.53,52.4
2019-01-10,10.18,93.88,11.6
2019-01-11,7.0,96.01,1.6
2019-01-12,7.21,75.09,0.0
2019-01-13,5.3,86.33,0.0
2019-01-14,5.35,91.48,0.4
2019-01-15,6.44,57.97,0.0
2019-01-16,3.22,63.17,13.2
2019-01-17,5.18,79.98,0.0
2019-01-18,8.75,93.42,3.4
2019-01-19,9.64,100.0,12.8
2019-01-20,8.87,98.94,4.8
2019-01-21,8.63,89.76,0.2
2019-01-22,8.87,99.76,24.2
2019-01-23,8.99,99.96,54.0
2019-01-24,9.1,93.6,2.8
2019-01-25,9.84,90.97,11.4
2019-01-26,8.07,89.86,0.2
2019-01-27,7.53,89.56,0.0
2019-01-28,9.88,99.48,7.2
2019-01-29,8.88,100.0,36.0
2019-01-30,9.39,97.55,11.2
2019-01-31,7.04,99.62,19.6
2019-02-01,9.32,97.53,1.2
2019-02-02,13.3,82.83,0.0
2019-02-03,14.13,72.17,0.0
2019-02-04,13.65,75.68,0.0
2019-02-05,16.41,54.26,0.0
2019-02-06,14.71,53.06,0.0
2019-02-07,11.25,59.46,0.0
2019-02-08,7.43,79.24,0.0
2019-02-09,9.01,84.38,0.0
2019-02-10,8.27,88.26,0.0
2019-02-11,11.49,91.36,0.4
2019-02-12,9.8,87.18,0.8
2019-02-13,8.31,43.9,0.0
2019-02-14,9.73,47.03,0.0
2019-02-15,7.38,56.94,0.0
2019-02-16,8.1,59.25,0.0
2019-02-17,6.67,79.94,0.0
2019-02-18,8.36,83.71,0.0
2019-02-19,9.05,88.23,0.0
2019-02-20,9.89,87.69,0.0
2019-02-21,9.85,84.24,0.0
2019-02-22,9.7,86.19,0.0
2019-02-23,7.91,68.9,0.0
2019-02-24,6.35,48.92,0.0
2019-02-25,7.34,47.61,0.0
2019-02-26,9.74,74.26,0.0
2019-02-27,9.51,64.3,0.0
2019-02-28,7.67,70.35,0.0
2019-03-01,8.66,85.54,0.0
2019-03-02,11.43,82.15,0.0
2019-03-03,10.84,72.76,0.0
2019-03-04,10.84,78.19,0.0
2019-03-05,10.71,88.21,0.0
2019-03-06,12.18,86.53,0.0
2019-03-07,12.01,83.98,0.0
2019-03-08,11.8,80.46,0.0
2019-03-09,11.51,82.88,0.0
2019-03-10,12.88,87.87,0.0
2019-03-11,12.38,87.85,0.0
2019-03-12,10.92,92.88,13.2
2019-03-13,10.51,71.2,0.0
2019-03-14,8.51,91.96,13.4
2019-03-15,10.96,76.65,0.0
2019-03-16,10.31,79.6,0.0
2019-03-17,12.81,86.52,0.0
2019-03-18,13.54,83.51,0.0
2019-03-19,12.79,83.47,0.0
2019-03-20,13.16,86.17,0.0
2019-03-21,16.45,56.67,0.0
2019-03-22,15.62,51.56,0.0
2019-03-23,13.4,69.93,0.0
2019-03-24,13.61,77.14,0.0
