date,temperature,humidity,rainfall
2021-08-24,28.4,59.86,0.0
2021-08-25,27.26,69.61,0.0
2021-08-26,24.27,83.46,37.4
2021-08-27,25.87,83.75,0.8
2021-08-28,25.65,77.67,0.0
2021-08-29,25.68,73.31,0.0
2021-08-30,25.31,64.06,0.0
2021-08-31,24.45,61.1,0.0
2021-09-01,24.91,58.79,0.0
2021-09-02,26.23,51.6,0.0
2021-09-03,25.05,55.62,0.0
2021-09-04,23.78,65.88,0.0
2021-09-05,24.18,67.79,3.8
2021-09-06,26.32,42.99,0.0
2021-09-07,25.6,41.03,0.0
2021-09-08,23.71,47.66,0.0
2021-09-09,21.89,63.49,0.0
2021-09-10,21.76,74.32,0.0
2021-09-11,22.92,71.65,0.0
2021-09-12,21.62,75.88,1.2
2021-09-13,23.22,65.46,0.0
2021-09-14,23.68,68.67,0.0
2021-09-15,23.77,75.05,0.0
2021-09-16,23.53,80.17,0.0
2021-09-17,24.72,75.88,0.0
2021-09-18,24.49,84.08,0.0
2021-09-19,25.05,80.43,0.0
2021-09-20,25.15,83.49,0.0
2021-09-21,24.83,75.44,0.0
2021-09-22,23.6,62.08,0.0
2021-09-23,21.63,43.35,0.0
2021-09-24,18.65,59.17,0.0
2021-09-25,19.64,71.07,0.0
2021-09-26,20.92,67.03,0.0
2021-09-27,21.06,75.4,0.0
2021-09-28,23.13,80.08,0.0
2021-09-29,24.36,68.43,0.0
2021-09-30,23.72,58.19,0.0
2021-10-01,21.58,50.56,0.0
2021-10-02,19.45,52.6,0.0
2021-10-03,17.41,62.78,0.0
2021-10-04,18.38,60.28,0.0
2021-10-05,19.17,66.94,0.0
2021-10-06,19.95,70.68,0.4
2021-10-07,16.96,95.14,0.0
2021-10-08,17.08,98.32,33.6
2021-10-09,18.9,88.72,6.2
2021-10-10,19.13,90.51,3.8
2021-10-11,18.44,87.29,0.0
2021-10-12,15.73,89.26,0.0
2021-10-13,15.79,86.49,0.2
2021-10-14,15.42,94.22,0.6
2021-10-15,16.9,78.51,0.0
2021-10-16,17.02,88.9,0.0
2021-10-17,17.29,89.74,0.0
2021-10-18,17.23,89.22,0.0
2021-10-19,16.79,82.8,0.0
2021-10-20,16.51,84.42,0.0
2021-10-21,15.76,88.81,0.8
2021-10-22,17.54,88.33,0.8
2021-10-23,17.07,98.85,2.6
2021-10-24,17.17,91.38,0.0
2021-10-25,18.04,48.11,0.0
2021-10-26,15.82,56.56,0.0
2021-10-27,13.18,74.03,0.0
2021-10-28,15.47,54.12,0.0
2021-10-29,17.46,41.33,0.0
2021-10-30,18.15,43.67,0.0
2021-10-31,15.92,59.22,0.0
2021-11-01,13.21,79.87,0.0
2021-11-02,17.15,92.55,0.2
2021-11-03,17.4,86.38,0.0
2021-11-04,17.48,81.35,0.0
2021-11-05,18.95,78.83,0.0
2021-11-06,19.5,79.24,0.0
2021-11-07,19.05,78.71,0.0
2021-11-08,16.66,90.72,0.0
2021-11-09,17.29,92.03,0.0
2021-11-10,19.07,56.21,0.0
2021-11-11,14.37,60.01,0.0
2021-11-12,11.9,71.65,0.0
2021-11-13,11.41,79.18,0.0
2021-11-14,14.74,87.65,0.0
2021-11-15,16.75,80.31,0.0
2021-11-16,18.05,51.22,0.0
2021-11-17,13.95,74.14,0.0
2021-11-18,13.06,94.62,0.0
2021-11-19,14.59,86.97,0.0
2021-11-20,11.72,84.53,0.0
2021-11-21,12.13,83.54,0.0
2021-11-22,13.52,98.33,0.0
2021-11-23,14.15,97.74,0.0
2021-11-24,15.55,69.44,0.0
2021-11-25,14.91,67.11,0.0
2021-11-26,13.13,93.66,0.0
2021-11-27,13.11,97.82,0.0
2021-11-28,13.04,99.27,0.0
2021-11-29,13.69,87.03,0.0
2021-11-30,9.09,83.66,0.0
2021-12-01,6.62,86.08,0.0
2021-12-02,10.66,96.17,0.0
2021-12-03,12.8,96.48,0.0
2021-12-04,10.59,94.28,0.0
2021-12-05,10.45,90.9,0.0
2021-12-06,12.24,98.33,0.0
2021-12-07,10.38,95.1,0.0
2021-12-08,7.07,88.35,0.0
2021-12-09,11.87,93.4,0.0
2021-12-10,9.81,96.56,0.0
2021-12-11,11.22,99.02,0.0
2021-12-12,9.83,97.86,0.0
2021-12-13,8.77,77.08,0.0
2021-12-14,7.31,76.88,0.0
2021-12-15,9.61,71.1,0.0
2021-12-16,8.03,74.81,0.0
2021-12-17,6.78,77.07,0.0
2021-12-18,7.92,48.58,0.0
2021-12-19,5.73,52.35,0.0
2021-12-20,4.89,82.17,0.0
2021-12-21,5.91,81.38,0.0
2021-12-22,4.51,86.7,0.0
2021-12-23,4.66,74.78,0.0
2021-12-24,4.59,90.78,0.0
2021-12-25,8.47,96.79,0.0
2021-12-26,12.59,99.14,0.0
2021-12-27,12.9,99.22,0.0
2021-12-28,11.42,100.0,0.0
2021-12-29,9.28,98.46,0.0
2021-12-30,10.95,72.99,0.0
2021-12-31,13.74,66.08,0.0
2022-01-01,9.41,86.28,0.0
2022-01-02,11.1,78.95,0.0
2022-01-03,9.36,90.93,0.0
2022-01-04,11.32,91.53,0.0
2022-01-05,12.8,88.73,0.0
2022-01-06,14.3,82.57,0.0
2022-01-07,11.91,96.88,0.0
2022-01-08,10.68,95.22,0.0
2022-01-09,9.9,94.49,0.0
2022-01-10,7.54,93.97,0.0
2022-01-11,10.71,68.33,0.0
2022-01-12,9.82,51.78,0.0
2022-01-13,6.24,49.6,0.0
2022-01-14,2.66,67.65,0.0
2022-01-15,5.22,77.25,0.0
2022-01-16,6.04,68.47,0.0
2022-01-17,7.73,84.15,0.0
2022-01-18,7.66,64.13,0.0
2022-01-19,5.27,46.83,0.0
2022-01-20,5.37,75.9,0.0
2022-01-21,7.93,99.88,0.0
2022-01-22,6.72,56.59,0.0
2022-01-23,4.27,42.73,0.0
2022-01-24,2.63,36.76,0.0
2022-01-25,3.1,35.2,0.0
2022-01-26,1.39,59.91,0.0
2022-01-27,3.48,73.97,0.0
2022-01-28,4.93,80.79,0.0
2022-01-29,7.55,63.55,0.0
2022-01-30,8.36,55.58,0.0
2022-01-31,6.3,72.87,0.0
2022-02-01,10.19,94.76,0.0
2022-02-02,9.54,76.02,0.0
2022-02-03,8.91,45.55,0.0
2022-02-04,6.21,59.8,0.0
2022-02-05,7.77,82.53,0.0
2022-02-06,11.29,83.35,0.0
2022-02-07,11.08,97.83,0.0
2022-02-08,8.24,55.9,0.0
2022-02-09,6.75,59.76,0.0
2022-02-10,8.15,77.22,0.0
2022-02-11,8.49,84.88,0.0
2022-02-12,8.47,85.56,0.0
2022-02-13,10.76,76.26,0.0
2022-02-14,9.37,85.07,0.0
2022-02-15,9.26,92.16,0.0
2022-02-16,10.29,91.84,0.0
2022-02-17,10.8,83.65,0.0
2022-02-18,10.14,87.0,0.0
2022-02-19,10.9,84.7,0.0
2022-02-20,11.13,92.15,0.0
2022-02-21,13.77,87.32,0.0
2022-02-22,10.36,96.92,0.0
2022-02-23,13.41,60.74,0.0
2022-02-24,11.57,44.11,0.0
2022-02-25,7.8,70.42,0.0
2022-02-26,9.77,83.17,0.0
2022-02-27,9.48,92.38,0.0
2022-02-28,8.19,87.76,0.0
2022-03-01,7.49,82.34,0.0
2022-03-02,8.6,58.53,0.0
2022-03-03,7.18,72.4,0.0
2022-03-04,8.48,87.17,0.0
2022-03-05,8.8,93.88,0.0
2022-03-06,9.1,88.92,0.0
2022-03-07,7.88,87.98,0.0
2022-03-08,7.31,88.66,0.0
2022-03-09,6.92,70.67,0.0
2022-03-10,6.82,45.74,0.0
2022-03-11,5.98,42.42,0.0
2022-03-12,6.28,40.71,0.0
2022-03-13,4.86,49.33,0.0
2022-03-14,7.01,64.01,0.0
2022-03-15,8.28,73.97,0.0
2022-03-16,9.47,82.28,0.0
2022-03-17,11.86,77.51,0.0
2022-03-18,11.87,49.38,0.0
2022-03-19,8.14,43.6,0.0
2022-03-20,7.53,38.03,0.0
2022-03-21,7.86,38.88,0.0
2022-03-22,9.08,49.06,0.0
2022-03-23,11.78,57.81,0.0
2022-03-24,11.08,70.47,0.0
2022-03-25,11.72,78.59,0.0
2022-03-26,12.68,77.33,0.0
2022-03-27,12.51,77.08,0.0
2022-03-28,13.88,75.28,0.0
2022-03-29,15.03,67.49,0.0
2022-03-30,13.35,82.84,0.0
2022-03-31,16.3,73.27,0.0
2022-04-01,16.72,80.3,0.0
